topico,tema,enunciado,resposta_certa,explicacao,resposta_user,id
tópico 2,Desidentificação de dados sensíveis,"Questão:
No contexto da Lei Geral de Proteção de Dados Pessoais (LGPD), a desidentificação de dados sensíveis se apresenta como uma técnica relevante para proteger a privacidade dos titulares dos dados. Analise as seguintes afirmativas relacionadas ao processo de desidentificação de dados sensíveis:

I. A anonimização é um processo irreversível pelo qual os dados pessoais perdem a possibilidade de associação, direta ou indireta, a um indivíduo, garantindo que o titular dos dados não seja identificado.

II. A pseudonimização é uma forma de desidentificação que substitui os elementos identificáveis de dados por um pseudônimo, ou seja, por um identificador que não revela a identidade do titular, mas ainda permite a reidentificação com o uso de informações adicionais mantidas separadamente.

III. Todos os processos de desidentificação, incluindo a anonimização e a pseudonimização, garantem que os dados pessoais não possam ser novamente identificados, mesmo com o uso de técnicas avançadas de mineração de dados ou inteligência artificial.

IV. Em uma auditoria de conformidade com a LGPD, a verificação da eficácia dos processos de desidentificação adotados pela organização é dispensável, desde que seja declarada a utilização dessas técnicas.

É correto o que se afirma em:

A) I e II apenas.
B) II e III apenas.
C) III e IV apenas.
D) I, II e III apenas.
E) Todas as afirmativas são corretas.

",A," 
Explicação dos itens:

I. Verdadeiro. A anonimização realmente é um processo pelo qual os dados perdem a capacidade de associação com um indivíduo de forma irreversível. Ela é uma técnica reconhecida para garantir a privacidade dos dados.

II. Verdadeiro. A pseudonimização é uma técnica de desidentificação que permite a substituição de elementos identificáveis por um pseudônimo, de modo que os dados não possam ser diretamente associados a um titular sem a utilização de informações adicionais.

III. Falso. Apesar de a desidentificação ser uma técnica importante para proteger dados sensíveis, não é correto afirmar que todos os processos de desidentificação impeçam a reidentificação, especialmente se considerarmos o avanço contínuo das técnicas de análise e processamento de dados.

IV. Falso. Em uma auditoria de conformidade com a LGPD, é fundamental verificar a eficácia dos processos de desidentificação. A declaração de uso não é suficiente sem uma análise de como esses processos estão sendo implementados e se são efetivos na proteção dos dados pessoais.",A,780650
tópico 3,Programação funcional,"Questão:

Na programação funcional, uma função é considerada pura quando segue certos princípios. Assinale a opção que caracteriza corretamente uma função pura.

A) A função deve ter pelo menos um efeito colateral para interagir com outras funções e módulos no sistema.
B) O valor de retorno da função deve ser calculado usando apenas os argumentos fornecidos, sem utilizar dados externos ou estados globais.
C) A função deve alterar seu argumento de entrada para que o estado do sistema seja atualizado corretamente.
D) Cada vez que a função é chamada, ela retorna um valor diferente, dependendo do estado global do sistema no momento da chamada.
E) A função se comunica com uma fonte externa, como realizar uma operação de entrada/saída, a cada chamada.

",B,"

Explicação:

A) Incorreta. Funções puras devem evitar efeitos colaterais. Efeitos colaterais incluem, mas não estão limitados a, modificações de variáveis globais, operações de I/O e atualização de estados em referências passadas como argumento.

B) Correta. Este item capta perfeitamente a essência de funções puras: um valor de retorno que é exclusivamente determinado pelos seus valores de entrada e não tem impacto sobre o estado global ou local.

C) Incorreta. Funções puras não devem alterar seus argumentos de entrada ou qualquer estado externo, o conceito é conhecido como imutabilidade e é um dos princípios da programação funcional.

D) Incorreta. Uma função pura deve ser referencialmente transparente, o que significa que pode ser substituída pelo seu valor de saída sem alterar o comportamento do programa. Se retornar valores diferentes para as mesmas entradas, então depende de um estado externo e não é pura.

E) Incorreta. Conexão com uma fonte externa ou operações de entrada/saída são exemplos de efeitos colaterais, o que vai contra o princípio de uma função pura.
",B,2
tópico 3,Programação orientada a objetos,"Questão: Em programação orientada a objetos (POO), considera-se que o encapsulamento é um dos pilares fundamentais para a estruturação dos programas. Sobre encapsulamento, analise as afirmativas a seguir:

I. Encapsulamento permite a ocultação da implementação interna das classes, expondo aos usuários apenas as funcionalidades necessárias para a manipulação dos objetos.
II. Em linguagens de programação que suportam POO, como Java e C#, o encapsulamento é obtido principalmente pelo uso de modificadores de acesso, como public, private e protected.
III. Encapsulamento impede que objetos de uma classe acessem diretamente os atributos de outro objeto da mesma classe.

Está(ão) correta(s) a(s) afirmativa(s):

A) Apenas I e II.
B) Apenas I e III.
C) Apenas II e III.
D) I, II e III.
E) Apenas II.

",A,"

Explicação dos itens:

I. Correto. Encapsulamento é o ato de esconder os detalhes internos da implementação de uma classe e expor apenas uma interface através da qual a funcionalidade da classe pode ser utilizada. Essa é uma descrição precisa do que é encapsulamento em POO.

II. Correto. Os modificadores de acesso como public, private e protected, são, de fato, a maneira como linguagens orientadas a objetos como Java e C# implementam o encapsulamento. Eles controlam o nível de visibilidade que cada membro da classe (atributos e métodos) terá para o restante do programa.

III. Incorreto. Encapsulamento não impede que objetos de uma mesma classe acessem diretamente os atributos uns dos outros. Encapsulamento está mais relacionado com a visibilidade e proteção dos membros da classe em relação a outras classes e o resto do programa, e não entre objetos da mesma classe, que normalmente têm a capacidade de acessar atributos privados uns dos outros dentro da mesma definição de classe.",D,4725406
tópico 1,Banco de dados NoSQL,"

Questão: 
Em um cenário de Big Data, onde grandes volumes de dados não estruturados precisam ser processados e armazenados, os bancos de dados NoSQL têm sido uma escolha popular. Considerando as características e tipos de bancos de dados NoSQL, analise as afirmativas abaixo:

I. Os bancos de dados NoSQL do tipo chave-valor armazenam os dados como uma coleção de pares chave-valor, sendo adequados para cenários onde as leituras e escritas são frequentes e exigem alta performance.

II. Bancos de dados orientados a documentos NoSQL são projetados para armazenar, recuperar e gerenciar document-oriented information, sendo uma boa escolha para armazenar dados semi-estruturados como JSON ou XML.

III. Os bancos de dados NoSQL orientados a grafos são ideais para representar e manipular relacionamentos complexos, como redes sociais, enquanto os bancos de dados relacionais são mais eficientes em lidar com dados altamente interconectados.

IV. A consistência eventual nos bancos de dados NoSQL significa que todas as escritas serão eventualmente refletidas em todas as leituras, mas pode haver uma janela de tempo em que diferentes usuários veem dados diferentes.

Estão corretas as afirmativas:

A) I e II apenas.
B) III e IV apenas.
C) I, II e IV apenas.
D) II, III e IV apenas.
E) I, II, III e IV.

",C,"

Explicação dos itens:

A) Incorrecto. Apesar de as afirmativas I e II estarem corretas, a afirmativa IV também está correta, o que torna essa opção incompleta.

B) Incorrecto. A afirmativa III está incorreta pois sugere que os bancos de dados relacionais são mais eficientes que os orientados a grafos para dados altamente interconectados, quando na verdade os bancos de dados orientados a grafos são especialmente projetados para este propósito.

C) Correto. As afirmativas I, II e IV estão corretas. Bancos de dados NoSQL do tipo chave-valor são eficientes para leituras e escritas frequentes (I), bancos de dados orientados a documentos são adequados para armazenar dados semi-estruturados (II), e a consistência eventual é uma característica comum em sistemas distribuídos NoSQL (IV).

D) Incorrecto. Esta opção inclui a afirmativa III, a qual é incorreta, portanto, a opção não pode ser a resposta correta.

E) Incorrecto. Inclui a afirmativa III que está incorreta, pois sugere uma vantagem dos bancos de dados relacionais sobre os orientados a grafos em situações que favorecem os últimos.",E,5263759
tópico 4,Probabilidade e probabilidade condicional,"Questão:
Uma empresa realiza um processo seletivo que consiste em duas etapas independentes: uma prova teórica e uma entrevista. Sabe-se que a probabilidade de um candidato ser aprovado na prova teórica é de 40%, e a probabilidade de ser aprovado na entrevista, dado que foi aprovado na prova teórica, é de 30%. Qual é a probabilidade de um candidato ser aprovado tanto na prova teórica quanto na entrevista?

A) 50%
B) 20%
C) 12%
D) 30%
E) 40%

",C,"

Explicação dos itens:

A) 50% - Este valor não é correto, pois não leva em consideração a probabilidade condicional da segunda etapa.
B) 20% - Este valor é incorreto, já que representa apenas a metade da probabilidade de passar na prova teórica e não considera a probabilidade de passar na entrevista.
C) 12% - Este é o valor correto. Como a aprovação nas duas etapas é um evento composto pela conjunção de dois eventos independentes, a probabilidade de ser aprovado em ambos é o produto das probabilidades individuais: 0,4 (probabilidade de ser aprovado na prova teórica) multiplicado por 0,3 (probabilidade condicional de ser aprovado na entrevista), resultando em 0,12 ou 12%.
D) 30% - Este valor é incorreto, pois corresponde unicamente à probabilidade condicional de passar na entrevista, ignorando a etapa da prova teórica.
E) 40% - Este é o valor da probabilidade de ser aprovado apenas na prova teórica e não considera a etapa da entrevista.",D,4525059
tópico 3,"Visualização de dados ggplot, matplotlib","Questão: Em análises de dados, frequentemente utilizamos bibliotecas de visualização de dados para melhor interpretar e comunicar resultados. As bibliotecas ggplot2 em R e matplotlib em Python são amplamente empregadas para esse fim. Nesse contexto, considere que um analista de dados deseja criar um gráfico de dispersão (scatter plot) que apresente a relação entre duas variáveis quantitativas, 'X' e 'Y', e também deseja adicionar uma linha de tendência ao gráfico para melhor entender a relação entre as variáveis. Supondo que o analista esteja utilizando o ggplot2 no R e o matplotlib no Python, assinale a opção que corretamente apresenta como o analista deve proceder em cada ambiente.

A) No ggplot2 utilize a função `ggplot(data = df) + geom_point(aes(x = X, y = Y)) + geom_smooth()` e no matplotlib `plt.scatter(df['X'], df['Y']); plt.plot(np.unique(df['X']), np.poly1d(np.polyfit(df['X'], df['Y'], 1))(np.unique(df['X'])))`.
B) No ggplot2 utilize a função `plot(df$X, df$Y)` e no matplotlib `plt.scatterplot(df['X'], df['Y'])`.
C) No ggplot2 utilize a função `qplot(X, Y, data = df, geom = ""line"")` e no matplotlib `plt.plot(df['X'], df['Y']) + plt.trendline()`.
D) No ggplot2 utilize a função `ggplot(df, aes(x = X, y = Y)) + geom_line()` e no matplotlib `plt.plot(df['X'], df['Y'])`.
E) No ggplot2 utilize a função `ggplot(df, aes(X, Y)) + stat_summary()` e no matplotlib `plt.bar(df['X'], df['Y'])`.

",A,"
A explicação dos itens é a seguinte:

A) Este item está correto porque a função `geom_point()` no ggplot2 cria um gráfico de dispersão, e a função `geom_smooth()` adiciona uma linha de tendência ao gráfico. No matplotlib, `plt.scatter()` cria um gráfico de dispersão, e a combinação de `np.polyfit()` com `np.poly1d()` e `plt.plot()` adiciona uma linha de tendência.

B) Está incorreto pois em ggplot2, `plot()` não é a função utilizada para a criação de gráficos avançados, e o matplotlib não possui uma função `scatterplot()`, a correta é `scatter()`.

C) Está incorreto pois `qplot()` com `geom = ""line""` cria um gráfico de linha em ggplot2, o que não representa um gráfico de dispersão. Além disso, no matplotlib, não existe uma função chamada `trendline()` associada diretamente ao `plt.plot()`.

D) Está incorreto pois ao usar `geom_line()` no ggplot2, será criado um gráfico de linha em vez de um gráfico de dispersão. Matplotlib usa `plt.plot()` para criar gráficos de linha, não gráficos de dispersão com linha de tendência.

E) Está incorreto pois a função `stat_summary()` em ggplot2 é usada para produzir estatísticas sumarizadas do dataset, e não especificamente para gráficos de dispersão com linha de tendência. Já `plt.bar()` em matplotlib cria um gráfico de barras, o que não corresponde ao pedido da questão.",A,8269068
tópico 3,Programação orientada a objetos,"Questão: Em programação orientada a objetos (POO), o princípio da substituição de Liskov (LSP) afirma que objetos de uma superclasse devem ser substituíveis por objetos de suas subclasses sem que seja necessário alterar as propriedades desse programa. Com base nesse principe, qual das seguintes afirmações é verdadeira quando aplicamos o LSP corretamente em um projeto de software?

A) Subclasses podem lançar tipos de exceções que não são previstos ou tratados pela superclasse.
B) Subclasses podem remover métodos de comportamento herdados da superclasse.
C) A superclasse pode ser substituída por qualquer uma de suas subclasses sem afetar a funcionalidade do programa.
D) Subclasses devem ter suas próprias implementações para todos os métodos definidos na superclasse.
E) Comparar objetos da superclasse com objetos da subclasse usando o operador de igualdade deve sempre retornar falso.

",C,"

A) Incorreta. Subclasses que lançam exceções não previstas pela superclasse estão violando o contrato estabelecido pela superclasse e, portanto, não respeitam o LSP.
B) Incorreta. Remover métodos herdados rompe o contrato da superclasse, pois significa que a substituição da superclasse pela subclasse pode levar a chamadas de métodos inexistentes, violando o LSP.
C) Correta. Essa é a essência do LSP – objetos de uma superclasse devem poder ser substituídos por objetos de uma subclasse sem afetar a corretude do programa.
D) Incorreta. Subclasses não são necessariamente obrigadas a implementar suas próprias versões para todos os métodos definidos na superclasse. Elas podem herdar comportamentos diretamente da superclasse se esses comportamentos ainda forem válidos para a subclasse.
E) Incorreta. O operador de igualdade pode perfeitamente considerar iguais um objeto da superclasse e um da subclasse, especialmente se eles forem equivalentes em relação ao estado que é comparado. Isso depende da implementação específica do método de igualdade nas classes envolvidas.",C,3254598
tópico 0,Armazenamento de big data,"Questão:

A capacidade de armazenar e processar grandes volumes de dados – conhecida como Big Data – tem ganho cada vez mais importância no âmbito da ciência de dados e análises avançadas. No tocante às soluções de armazenamento projetadas para esse fim, qual das seguintes opções descreve uma característica essencial que os sistemas de armazenamento de Big Data devem possuir para manejar eficientemente o volume, a velocidade e a variedade dos dados?

A) Alta capacidade de armazenamento em discos locais.
B) Suporte apenas para dados estruturados para otimizar o desempenho.
C) Capacidades de compressão de dados para reduzir o espaço físico necessário.
D) Sistemas robustos de indexação e busca para velocidade de acesso aos dados.
E) Escalabilidade horizontal para permitir o crescimento do sistema de forma flexível.

",E,"

Explicação dos itens:

A) Alta capacidade de armazenamento em discos locais.
- Esta alternativa não é suficiente para lidar com big data, pois o enfoque exclusivo em discos locais ignora aspectos como escalabilidade, processamento distribuído e a necessidade de gerenciar dados não estruturados.

B) Suporte apenas para dados estruturados para otimizar o desempenho.
- O Big Data é caracterizado também pela variedade, o que inclui dados não estruturados e semi-estruturados. Um sistema de armazenamento eficiente para Big Data não pode se limitar apenas aos dados estruturados.

C) Capacidades de compressão de dados para reduzir o espaço físico necessário.
- Enquanto a compressão de dados é uma técnica útil, ela não é suficiente por si só para abordar os principais desafios do Big Data, que incluem não apenas volume, mas também a velocidade e variedade dos dados.

D) Sistemas robustos de indexação e busca para velocidade de acesso aos dados.
- Sistemas robustos de indexação e busca são importantes, mas não abordam diretamente o desafio da escalabilidade, que é fundamental para lidar com os volumes crescentes de dados de Big Data.

E) Escalabilidade horizontal para permitir o crescimento do sistema de forma flexível.
- Esta é a característica mais essencial para sistemas de armazenamento de Big Data. A escalabilidade horizontal refere-se à capacidade do sistema de expandir adicionando mais nodos na rede, o que é crucial para lidar com o aumento de dados (volume), a necessidade de processamento rápido (velocidade) e a gestão eficiente de diferentes tipos de dados (variedade).",E,7879681
tópico 2,Enriquecimento,"Questão: Em processos industriais, o enriquecimento de um material frequentemente implica na separação e concentração de um determinado constituinte desejado presente em uma mistura complexa. Um exemplo clássico de enriquecimento é a produção de urânio enriquecido, que é utilizado como combustível em reatores nucleares. O urânio natural contém cerca de 0,7% de urânio-235, isótopo físsil necessário para a reação em cadeia. O enriquecimento aumenta essa porcentagem para atender às especificações do reator. Qual método dentre os listados abaixo NÃO é utilizado para o enriquecimento de urânio?

A) Difusão gasosa
B) Centrifugação a gás
C) Processo de enriquecimento eletromagnético
D) Filtração por membranas seletivas
E) Enriquecimento por laser

",D," 

A difusão gasosa (A) e a centrifugação a gás (B) são técnicas tradicionais de enriquecimento de urânio. O processo de enriquecimento eletromagnético (C), conhecido como calutrons, foi utilizado durante o Projeto Manhattan, mas é menos comum atualmente. O enriquecimento por laser (E) refere-se ao processo de separação isotópica usando lasers para excitar seletivamente isótopos de urânio. A filtração por membranas seletivas (D) não é uma técnica usada para enriquecer urânio, pois os isótopos de urânio têm propriedades químicas idênticas e não podem ser separados por simples filtração.",,7803587
tópico 1,Álgebra relacional e SQL (padrão ANSI),"Questão:
Considere a existência de um banco de dados de uma biblioteca que mantém suas informações em duas relações, Livros(Lid, Titulo, Autor) e Emprestimos(Eid, Lid, DataEmprestimo, DataDevolucao). Lid refere-se ao identificador único de cada livro. A relação Livros contém os detalhes do livro, incluindo o identificador do livro, o título e o autor. Por outro lado, Emprestimos rastreia os empréstimos dos livros, onde Eid é o identificador único do empréstimo, Lid é a chave estrangeira referenciando a relação Livros, DataEmprestimo é a data em que o livro foi emprestado e DataDevolucao é a data em que o livro foi devolvido à biblioteca. Em um dado momento, a biblioteca deseja obter uma lista dos títulos de livros que nunca foram emprestados.

Qual das seguintes consultas SQL retornaria corretamente a lista solicitada pela biblioteca?

A) SELECT Titulo FROM Livros WHERE Lid NOT IN(SELECT Lid FROM Emprestimos);

B) SELECT l.Titulo FROM Livros l JOIN Emprestimos e ON l.Lid = e.Lid WHERE e.DataEmprestimo IS NULL;

C) SELECT Titulo FROM Livros EXCEPT SELECT Titulo FROM Emprestimos;

D) SELECT Titulo FROM Livros l WHERE NOT EXISTS(SELECT * FROM Emprestimos e WHERE l.Lid = e.Lid);

E) SELECT l.Titulo FROM Livros l, Emprestimos e WHERE l.Lid != e.Lid GROUP BY l.Titulo;

",D,"

Explicação dos itens:

A) Esta consulta verifica os livros cujo identificador não está presente na relação dos empréstimos, o que seria uma maneira correta se todos os livros emprestados estivessem sempre na relação Emprestimos. Contudo, ela não se preocupar com os casos de livros que foram emprestados e depois retornaram, o que não atende ao requisito da questão.

B) Esta consulta tenta fazer um INNER JOIN entre as relações Livros e Emprestimos, onde as colunas Lid correspondem, e em seguida verifica se a DataEmprestimo é nula. No entanto, uma DataEmprestimo nula não faria sentido na tabela Emprestimos, então essa consulta não retorna os livros que nunca foram emprestados.

C) Esta consulta faz uso do operador EXCEPT para tentar subtrair os títulos contidos na relação Emprestimos da relação Livros. Entretanto, ela não leva em consideração que os identificadores dos livros (Lid) devem ser comparados, e não os títulos. Ademais, Emprestimos não tem coluna de Título, logo a consulta está errada.

D) Esta consulta utiliza um subselect com o operador NOT EXISTS para verificar se não existem entradas na relação Emprestimos para cada livro na relação Livros. Esta seria a consulta correta pois ela corretamente busca por livros que não possuem correspondência na tabela Emprestimos, indicando que nunca foram emprestados.

E) Esta consulta tenta encontrar livros fazendo um produto cartesiano entre Livros e Emprestimos e selecionando pares de Livros e Empréstimos onde os Lids são diferentes. O GROUP BY agrupa os resultados pelo título dos livros. No entanto, essa consulta não garante obter os livros que nunca foram emprestados; além disso, um produto cartesiano não é o método correto para resolver este problema.",C,6165187
tópico 0,Soluções de big data: Arquitetura do ecossistema Spark,"Questão: No contexto de grandes volumes de dados e processamento distribuído, a arquitetura do Apache Spark destaca-se por sua versatilidade e desempenho. Dentro desse ecossistema, são oferecidas diversas APIs que permitem a manipulação de dados de maneira eficiente. Entre as afirmativas abaixo, identifique qual está correta quanto aos componentes e funcionalidades do ecossistema Spark.

A) O Spark Streaming é uma extensão do core Spark para tratar fluxos contínuos de dados, mas não permite a integração com sistemas como Kafka ou Flume para processamento em tempo real.
B) O GraphX é o módulo do Spark para processamento gráfico. Entretanto, ele não suporta a construção de grafos a partir dos DataFrames Spark, tornando-o obsoleto dentro do ecossistema.
C) O Spark SQL permite a manipulação de dados estruturados e semi-estruturados, através de abstrações como os DataFrames, e possibilita consultas via SQL, mas não suporta a leitura de dados no formato JSON.
D) O MLib é uma biblioteca do Spark para aprendizado de máquina que oferece algoritmos de alto desempenho para clustering, classificação, regressão e filtragem colaborativa, podendo operar diretamente com DataFrames.
E) O Tachyon é um componente padrão do ecossistema Spark, responsável por operações de I/O e cuja principal funcionalidade é a otimização de leituras sequenciais em disco.

",D," 
A) Incorreta. O Spark Streaming é de fato utilizado para processamento de fluxos contínuos de dados e justamente por isso suporta integração com diversos sistemas de mensageria, incluindo Kafka e Flume.
B) Incorreta. O GraphX é uma API para processamento de grafos e permite que os grafos sejam construídos e manipulados a partir dos DataFrames, não o tornando obsoleto, mas sim uma ferramenta poderosa para análise de grafos no ecossistema Spark.
C) Incorreta. Spark SQL suporta a manipulação de dados estruturados e semi-estruturados, e uma de suas capacidades é justamente a leitura e manipulação de dados em formato JSON, que é amplamente utilizado.
D) Correta. O MLib é a biblioteca de Machine Learning do Spark e permite a realização de diversas operações de aprendizado de máquina de forma distribuída e eficiente, operando de forma integrada com outros componentes do Spark, incluindo DataFrames.
E) Incorreta. Tachyon (atualmente conhecido como Alluxio) é um sistema de armazenamento virtual de memória que pode ser integrado com o Spark, mas não é um componente padrão do ecossistema Spark; além disso, não se foca exclusivamente em leituras sequenciais, mas na velocidade geral de acesso a dados em diferentes storage systems.
",D,4906258
tópico 1,Banco de dados NoSQL,"Questão: A evolução das tecnologias de banco de dados foi significativamente influenciada pelo surgimento dos bancos NoSQL. Considerados alternativas escaláveis e adequadas para cenários de Big Data, essas bases de dados se caracterizam por determinadas propriedades e tipos. Sobre os bancos de dados NoSQL, analise as afirmativas a seguir:

I - Bancos de dados do tipo chave-valor armazenam os dados em um esquema rígido e bem estruturado, com a obrigatoriedade de tabelas pré-definidas.
II - Os bancos de dados orientados a documentos são flexíveis em termos de esquema, permitindo a inclusão de novos campos sem a necessidade de modificar todos os registros existentes.
III - Bancos de dados de colunas amplas oferecem vantagens no que diz respeito à armazenagem e processamento de grandes volumes de dados com poucos índices, tipicamente empregados em sistemas que requerem alta performance em operações de leitura e escrita.
IV - Sistemas baseados em grafos são altamente adequados para representar e explorar relações complexas entre entidades, sendo utilizados em aplicações como mídias sociais, detecção de fraudes e recomendação de produtos.

É correto o que se afirma em:

A) I e II, apenas.
B) II e III, apenas.
C) II, III e IV, apenas.
D) III e IV, apenas.
E) I, II, III e IV.

",C,"

Explicação dos itens:

I - Incorreto. Bancos de dados do tipo chave-valor são conhecidos pela sua simplicidade e flexibilidade, não exigindo um esquema rígido ou tabelas pré-definidas.

II - Correto. Os bancos de dados orientados a documentos permitem alta flexibilidade de esquema, possibilitando a adição de novos campos sem impactar registros preexistentes.

III - Correto. Os bancos de dados de colunas amplas são otimizados para consultas rápidas em grandes volumes de dados, não requerendo muitos índices e favorecendo operações de leitura e escrita de alta performance.

IV - Correto. Sistemas baseados em grafos são excelentes na representação de relacionamentos complexos, e por isso são utilizados em diferentes áreas como recomendação de produtos, redes sociais e análise de fraudes.

Portanto, a alternativa C é a correta, pois afirma corretamente sobre os tipos II, III e IV de bancos de dados NoSQL, enquanto a alternativa I está incorreta.",C,2858305
tópico 3,"Visualização de dados ggplot, matplotlib","Questão: Considere que um cientista de dados está realizando uma análise exploratória em um conjunto de dados referente ao desempenho de alunos em uma série de testes acadêmicos. Utilizando a biblioteca ggplot2 do R para visualização dos dados, qual seria o código apropriado para criar um gráfico de dispersão (scatter plot) que apresente a relação entre as notas de matemática (eixo x) e ciências (eixo y), diferenciando cada ponto no gráfico pelo gênero do aluno?

A) ggplot(data = notas, aes(x = matematica, y = ciencias)) + 
     geom_point(aes(color = genero))

B) plt.scatter('matematica', 'ciencias', c = data['genero'], data = notas)
   plt.show()

C) ggplot(notas, aes('matematica', 'ciencias')) + 
     geom_point(aes(colour = 'genero'))

D) ggplot(data = notas) + 
     geom_point(mapping = aes(x = matematica, y = ciencias, color = genero))

E) ggplot(notas, aes(x = matematica, y = ciencias, fill = genero)) + 
     geom_point()

",A,"

Explicação dos itens:

A) Este item está correto porque utiliza a função `ggplot()` com o data frame `notas`, define o mapeamento estético (`aes()`) com as variáveis corretas nos eixos x e y, e adiciona `geom_point()` com a diferenciação de cor por gênero dentro de `aes()`, que é a forma correta de adicionar essa diferenciação em ggplot2.

B) Esta alternativa faz utilização da sintaxe do Matplotlib na biblioteca Python, que não é apropriado para uma questão que especifica o uso do ggplot2 do R.

C) A sintaxe contida nessa opção está incorreta para a ggplot2, pois o formato do mapeamento estético (`aes()`) não deve incluir as variáveis entre aspas simples.

D) Esta opção também é válida no ggplot2; no entanto, como a questão menciona especificamente a necessidade de diferenciar os pontos por gênero, a resposta A é mais completa e, portanto, mais correta sob a perspectiva da questão apresentada.

E) Aqui, enquanto `geom_point()` é usado apropriadamente para criar um gráfico de dispersão, o uso de `fill = genero` não é o adequado para pontos em um scatter plot, que deveria usar `color` para diferenciar as cores dos pontos. A função `fill` é geralmente reservada para geométricas que possuem uma área a ser preenchida, como barras em gráficos de barra.",E,8148525
tópico 4,Métodos e técnicas de identificação causal: Métodos experimentais RCT e de identificação quase-experimental,"Questão: Em pesquisas nas áreas econômicas e sociais, a identificação de relações causais entre variáveis é fundamental para compreender os mecanismos subjacentes aos fenômenos estudados. Dentre os métodos utilizados para tal identificação, destacam-se os experimentos controlados randomizados (RCTs - Randomized Controlled Trials) e os métodos de identificação quase-experimental. Considerando as diferenças e particularidades desses métodos, avalie os itens a seguir:

I. Experimentos Randomizados (RCTs) requerem a alocação aleatória de tratamentos aos sujeitos do estudo, sendo um método geralmente livre de viés de seleção, pois a randomização tende a balancear as características observadas e não observadas entre os grupos de tratamento e controle.

II. Métodos quase-experimentais, como estudos de Diferença em Diferenças (DiD) e Regressão Descontínua (RD), dependem de suposições mais fortes e muitas vezes são implementados quando a randomização não é viável ou é considerada antiética.

III. Uma característica fundamental dos RCTs é que eles não requerem hipóteses adicionais sobre a ausência de variáveis omitidas ou sobre a forma funcional do modelo, uma vez que a aleatoriedade assegura a comparabilidade entre os grupos.

IV. Em estudos quase-experimentais, a validade das inferências causais é frequentemente dependente da capacidade do pesquisador de controlar por variáveis confundidoras, o que pode ser feito por meio de técnicas como pareamento e instrumentos.

Está correto apenas o que se afirma em:

A) I e IV
B) I, II e III
C) II e III
D) I, II e IV
E) III e IV

",D,"

Item I é verdadeiro: Os RCTs são considerados o padrão-ouro em muitas áreas de pesquisa justamente porque a randomização deve, teoricamente, equalizar características entre os grupos tratamento e controle, reduzindo o viés.

Item II é verdadeiro: Métodos como DiD e RD são alternativas aos RCTs e são adotados em situações em que a randomização não é possível. Suposições mais fortes são necessárias para confiar nos resultados desses métodos quase-experimentais.

Item III é incorreto: Apesar dos RCTs serem menos suscetíveis a variáveis omitidas devido à randomização, ainda podem requerer hipóteses adicionais, principalmente se a randomização não for perfeitamente executada ou se houver desistências do estudo (attrition).

Item IV é verdadeiro: Em estudos quase-experimentais, devido à falta de randomização, o controle de variáveis de confusão é essencial e técnicas como pareamento (matching) e variáveis instrumentais são frequentemente utilizadas para ajudar a estabelecer uma relação causal mais confiável.",D,9961626
tópico 1,"Banco de dados relacional: SQL Server, PostgreSQL, MySQL","Questão: No contexto dos sistemas de banco de dados relacionais SQL Server, PostgreSQL e MySQL, considere que um administrador de banco de dados deseja criar um índice que otimize as consultas em uma tabela com grande volume de dados e transações frequentes. A tabela armazena informações de vendas, incluindo as colunas 'data_venda', 'id_cliente', 'valor_venda' e 'id_vendedor'. As consultas mais comuns envolvem a busca por 'data_venda' e 'id_cliente'. Com base nesse cenário, qual das seguintes abordagens é a mais eficiente para a criação deste índice que busca otimização?

A) Criar um índice clusterizado apenas na coluna 'data_venda', pois esse tipo de índice reorganiza fisicamente as linhas da tabela e é mais rápido para consultas baseadas em range.

B) Criar um índice não clusterizado composto pelas colunas 'data_venda' e 'id_cliente', uma vez que este índice melhora a performance de consultas que utilizam essas colunas como filtros.

C) Implementar um índice full-text nas colunas 'data_venda' e 'id_cliente', o que permitiria buscas rápidas por textos específicos e substrings nas colunas especificadas.

D) Utilizar um índice hash na coluna 'id_cliente', considerando que este modelo de indexação é mais eficiente para consultas que realizam buscas diretas por valor exato.

E) Criar índices clusterizados separados para 'data_venda' e 'id_cliente', permitindo assim que o otimizador de consultas escolha o melhor índice para cada consulta específica.

",B,"

A) Um índice clusterizado reorganiza as linhas da tabela no disco, o que pode ser eficiente para consultas baseadas em range. No entanto, como as consultas envolvem não só 'data_venda', mas também 'id_cliente', este índice não seria o mais efetivo.

B) Criar um índice não clusterizado composto é o mais eficiente neste caso porque irá otimizar as consultas que incluem ambas as colunas no filtro de busca, sendo essa a situação mais comum mencionada no cenário.

C) Índices full-text são utilizados para pesquisar textos dentro de uma coluna, como em buscas por palavras dentro de colunas de texto grande. As colunas mencionadas não se enquadram em um uso típico de índice full-text.

D) Índices hash são eficientes para correspondência exata de valores, mas eles não são diretamente suportados para indexação no SQL Server e no PostgreSQL (MySQL oferece essa opção, mas apenas para tabelas de hash em memória). Além disso, a consulta também envolve a coluna 'data_venda', portanto o índice hash não seria o mais apropriado.

E) Índices clusterizados são únicos por tabela, então não se pode criar mais de um em uma única tabela. Além disso, dois índices clusterizados separados não otimizariam as consultas que incluem ambas as colunas no mesmo filtro.",D,3188153
