topico,tema,enunciado,resposta_certa,explicacao,id
tópico 5,"Modelos de representação de texto - N-gramas, modelos vetoriais de palavras (CBOW, Skip-Gram e GloVe)","Questão:
A área de Processamento de Linguagem Natural tem evoluído significativamente com a adoção de modelos matemáticos e estatísticos que permitem representar palavras e sentenças de maneira que máquinas possam interpretar e trabalhar com textos de maneira eficaz. Dentre esses modelos, os N-gramas e os modelos vetoriais como CBOW, Skip-Gram e GloVe desempenham papéis importantes. Com base no entendimento desses modelos, analise as afirmações a seguir:

I. N-gramas são sequências contíguas de N itens de uma dada sequência de texto, utilizados principalmente para modelar a linguagem e prever a próxima palavra em uma frase com base na probabilidade condicional.

II. O modelo CBOW (Continuous Bag of Words) prediz uma palavra-alvo com base no contexto em que aparece, enquanto o Skip-Gram, de forma contrária, usa uma palavra-alvo para prever o contexto circundante.

III. O GloVe (Global Vectors for Word Representation) é um modelo que combina técnicas de fatorização de matrizes e modelos de janela de contexto, com o objetivo de assimilar coocorrências globais de palavras para gerar representações vetoriais densas.

É correto o que se afirma em:

A) I, apenas.
B) II, apenas.
C) III, apenas.
D) I e II, apenas.
E) I, II e III.

",E,"

Explicação dos itens:

I. Correto. A afirmação descreve adequadamente a natureza dos N-gramas e seu uso comum em modelagem de linguagem e previsão de próximas palavras.

II. Correto. A descrição aqui traça os objetivos principais dos modelos CBOW e Skip-Gram de maneira acurada. CBOW utiliza o contexto para prever uma palavra-alvo, enquanto que o Skip-Gram faz o oposto, usando uma palavra-alvo para prever as palavras de contexto.

III. Correto. O GloVe é um modelo de representação vetorial de palavras que agrega informações globais de coocorrência e trabalha com a fatorização de grandes matrizes de coocorrência para produzir vetores densos para representação de palavras.

Logo, todas as afirmações são corretas, tornando a alternativa E como a resposta adequada.",7727679
tópico 5,Técnicas de redução de dimensionalidade: Seleção de características (feature selection); Análise de componentes principais (PCA – principal component analysis),"Questão: Em análises de grandes conjuntos de dados, técnicas de redução de dimensionalidade são empregadas para simplificar modelos de aprendizado de máquina, remover ruídos e facilitar a visualização de dados. Entre as técnicas de redução de dimensionalidade, a Seleção de Características (Feature Selection) e a Análise de Componentes Principais (PCA – Principal Component Analysis) são frequentemente utilizadas. Considerando estas técnicas, analise as seguintes afirmações:

I. A Seleção de Características é um processo que escolhe um subconjunto de características relevantes no conjunto de dados com a finalidade de melhorar o desempenho do modelo e reduzir a complexidade computacional.

II. A Análise de Componentes Principais é um método não supervisionado que transforma as variáveis originais do conjunto de dados em um novo conjunto de variáveis correlacionadas chamadas componentes principais.

III. Uma diferença fundamental entre a Seleção de Características e PCA é que a primeira mantém o significado original das variáveis escolhidas, enquanto a segunda transforma as variáveis originais em um novo conjunto de variáveis, o que pode dificultar a interpretação dos resultados.

Quais afirmações estão corretas?

A) Apenas I e II.
B) Apenas I e III.
C) Apenas II e III.
D) I, II e III.

",B,"

Explicação dos itens:

A) A afirmação II está incorreta porque PCA não cria um novo conjunto de variáveis correlacionadas, mas sim variáveis não correlacionadas (componentes principais), que são combinações lineares das variáveis originais.

B) Esta é a alternativa correta. A afirmação I está correta, pois a Seleção de Características de fato envolve escolher um subconjunto de características significativas. A afirmação III também está correta, destacando a principal diferença entre a Seleção de Características, que preserva o significado original das variáveis, e PCA, que gera um novo conjunto de variáveis por meio de combinações lineares das originais sendo estes de difícil interpretação.

C) Erroneamente sugere que a afirmação II está correta quando na verdade PCA gera componentes principais que são não correlacionados, não correlacionadas como mencionado.

D) É incorreta pois inclui a afirmação II como verdadeira. A PCA produz um conjunto de componentes principais não correlacionados que são combinações lineares das variáveis originais.",1777130
tópico 5,"Rotulação de partes do discurso, part-of-speech tagging","Questão: No processamento de linguagem natural, a rotulação de partes do discurso (Part-of-Speech Tagging - POS) é uma etapa fundamental para a compreensão e análise sintática de textos. O algoritmo de Viterbi é frequentemente utilizado em modelos baseados em cadeias de Markov ocultas (Hidden Markov Models - HMMs) para realizar essa tarefa. Considerando os princípios deste algoritmo, assinale a alternativa que descreve adequadamente o funcionamento do algoritmo de Viterbi no contexto de rotulação de partes do discurso.

A) O algoritmo de Viterbi considera apenas a probabilidade de transição entre tags, desconsiderando o vocabulário do texto.

B) O algoritmo de Viterbi determina o caminho mais provável através de um espaço de estados de tags considerando tanto as probabilidades de transição entre tags quanto as probabilidades de emissão das palavras.

C) O algoritmo de Viterbi é um método não probabilístico que se baseia em regras gramaticais pré-definidas para a atribuição de tags.

D) O algoritmo de Viterbi depende de um treinamento prévio supervisionado, utilizando-se de redes neurais para estabelecer as associações entre palavras e tags.

E) O algoritmo de Viterbi utiliza um dicionário fixo de palavras-tipo, não sendo capaz de lidar com vocabulário desconhecido ou fora do vocabulário de treinamento.

",B,"

A) Item incorrecto, pois o algoritmo de Viterbi leva em consideração tanto a probabilidade de transição entre tags quanto a probabilidade de emissão (a probabilidade de uma tag gerar uma determinada palavra).

B) Item correto, o algoritmo de Viterbi encontra o caminho mais provável (sequência de tags) para uma dada sequência de palavras, utilizando tanto a probabilidade de transição entre as tags (modelo de Markov) quanto a probabilidade de emissão (probabilidade de uma tag gerar uma determinada palavra).

C) Item incorrecto, pois o algoritmo de Viterbi é baseado em probabilidades e não somente em regras gramaticais.

D) Item incorrecto, embora o treinamento supervisionado seja necessário para estabelecer as probabilidades do modelo, o algoritmo de Viterbi não depende de redes neurais, e sim de cadeias de Markov ocultas.

E) Item incorrecto, o HMM pode lidar com palavras desconhecidas através de técnicas como smoothing, que ajustam as probabilidades para palavras fora do vocabulário de treinamento.",6216088
tópico 5,"Técnicas de agrupamento: Agrupamento por partição, por densidade e hierárquico","Questão: Em análise de dados, as técnicas de agrupamento (clustering) são usadas para dividir o conjunto de dados em grupos segundo o grau de semelhança entre os membros de cada grupo. Cada técnica de agrupamento tem suas próprias características e aplicações. Considerando as técnicas de agrupamento por partição, por densidade e hierárquico, associe as características listadas a seguir à técnica correspondente.

I - Esta técnica visa identificar regiões densas de objetos no espaço de dados que são separadas por regiões de baixa densidade. É particularmente útil para identificar clusters de forma arbitrária.
II - Baseia-se na criação de uma hierarquia de clusters que podem ser representados por um dendrograma. A abordagem pode ser aglomerativa ou divisiva.
III - Melhor exemplificada pelo algoritmo k-means, esta técnica cria uma divisão do conjunto de dados em um número pré-definido de clusters, onde cada objeto pertence ao cluster com o centroide mais próximo.

Assinale a alternativa que associa corretamente as técnicas de agrupamento às suas características.

A) I - Agrupamento por partição; II - Agrupamento por densidade; III - Agrupamento hierárquico.
B) I - Agrupamento por densidade; II - Agrupamento hierárquico; III - Agrupamento por partição.
C) I - Agrupamento hierárquico; II - Agrupamento por partição; III - Agrupamento por densidade.
D) I - Agrupamento por partição; II - Agrupamento hierárquico; III - Agrupamento por densidade.
E) I - Agrupamento hierárquico; II - Agrupamento por densidade; III - Agrupamento por partição.

",B,"

Explicação dos itens:

I - Agrupamento por densidade: Técnica descrita corresponde ao agrupamento baseado em densidade, como o DBSCAN (Density-Based Spatial Clustering of Applications with Noise), que consegue identificar formas complexas de clusters e lida bem com outliers.

II - Agrupamento Hierárquico: A descrição da criação de uma hierarquia e representação por um dendrograma é característica do agrupamento hierárquico, que pode ser aglomerativo (bottom-up) ou divisivo (top-down).

III - Agrupamento por partição: A técnica descrita é a exemplificação clássica do algoritmo k-means, que é uma forma de agrupamento por partição, na qual se define a priori o número de clusters, e cada objeto é atribuído ao cluster mais próximo com base na distância para o centroid do cluster.",2356372
tópico 5,Técnicas de classificação: Naive Bayes; Árvores de decisão (algoritmos ID3 e C4.5); Florestas aleatórias (random forest); Máquinas de vetores de suporte (SVM – support vector machines); K vizinhos mais próximos (KNN – K-nearest neighbours),"Questão: Em um cenário de aprendizado de máquina, um cientista de dados está desenvolvendo um modelo de classificação para prever se mensagens de e-mail são spam ou não. O conjunto de dados é composto por características como frequência de palavras específicas, presença de links e formatações suspeitas. Considerando os algoritmos de Naive Bayes, Árvores de Decisão (ID3 e C4.5), Florestas Aleatórias, Máquinas de Vetores de Suporte (SVM) e K Vizinhos Mais Próximos (KNN), qual dos seguintes métodos seria mais adequado inicialmente devido à sua capacidade de lidar bem com a hipótese de independência condicional entre os atributos e sua eficiência em termos de tempo de computação para este tipo de tarefa?

A) Árvores de decisão (ID3).
B) Florestas Aleatórias.
C) Máquinas de Vetores de Suporte (SVM).
D) K Vizinhos Mais Próximos (KNN).
E) Naive Bayes.

",E," 

A alternativa correta é E) Naive Bayes. Naive Bayes é amplamente utilizado para a classificação de spam de e-mail devido à sua suposição de independência condicional entre as características, que simplifica o cálculo, facilitando a modelagem em cenários onde as características podem ser consideradas independentes dadas as classes. Além disso, Naive Bayes é eficiente em termos de tempo de computação, o que o torna ideal para a tarefa descrita. Vamos analisar brevemente as outras opções:

A) Árvores de Decisão (ID3) não presumem independência entre atributos e podem levar a árvores excessivamente complexas se houver muitos atributos, resultando em overfitting.

B) Florestas Aleatórias são um conjunto de árvores de decisão e poderiam potencialmente ser usadas, mas não são tão eficientes quanto Naive Bayes em relação ao tempo de treinamento e complexidade do modelo, especialmente quando a independência entre atributos é uma suposição razoável.

C) Máquinas de Vetores de Suporte (SVM) são poderosas para encontrar o hiperplano ótimo de separação entre classes, mas podem ser menos eficientes em termos de tempo de computação em comparação com Naive Bayes, especialmente em conjuntos grandes de dados.

D) K Vizinhos Mais Próximos (KNN) não faz suposições sobre a distribuição dos dados, mas é computacionalmente intensivo, pois requer o cálculo da distância a todos os pontos de treinamento durante o teste, o que pode ser impraticável em conjuntos de dados grandes.",1650100
tópico 5,Técnicas de regressão: Árvores de decisão para regressão; Máquinas de vetores de suporte para regressão,"Questão:

Uma empresa de energia deseja construir um modelo preditivo para antecipar a demanda de energia elétrica com base em diversos fatores climáticos e econômicos. O analista de dados da empresa está comparando os métodos de Árvores de Decisão para regressão e Máquinas de Vetores de Suporte para regressão (Support Vector Regression - SVR). Considerando as características dos dados e dos métodos, qual é a afirmação correta sobre a aplicação destas técnicas?

A) As Árvores de Decisão são menos propensas ao sobreajuste (overfitting) do que as SVR, devido à sua estrutura simplificada.
B) As Árvores de Decisão, por serem modelos baseados em divisões hierárquicas, não são capazes de capturar relacionamentos lineares nos dados.
C) As Máquinas de Vetores de Suporte para regressão podem ser mais eficazes em encontrar uma margem de separação quando há muitas variáveis de entrada e o relacionamento entre elas e a resposta é complexo.
D) As Árvores de Decisão têm a vantagem de serem invariáveis à escala das variáveis de entrada, o que não ocorre com as SVR, que requerem normalização de dados.
E) As Máquinas de Vetores de Suporte para regressão não conseguem tratar eficientemente dados com grande quantidade de características, sendo recomendadas apenas para conjuntos de dados pequenos e de baixa dimensionalidade.

",C,"

A alternativa A está incorreta, pois as Árvores de Decisão são propensas ao sobreajuste, especialmente quando têm muitos níveis de profundidade ou quando não são devidamente podadas. A alternativa B está incorreta porque as Árvores de Decisão são capazes de capturar tanto relações não lineares quanto lineares; sua capacidade não se limita à estrutura dos dados. A alternativa C é a correta, pois as SVR são projetadas para lidar com problemas de alta dimensionalidade e podem ser muito eficazes quando existe um relacionamento complexo entre as variáveis de entrada. A alternativa D está incorreta; apesar das Árvores de Decisão não exigirem normalização de entrada, isso não é uma vantagem absoluta sobre as SVR, já que a normalização dos dados é uma prática comum na preparação dos dados para diversos métodos estatísticos e de aprendizagem de máquina. A alternativa E está incorreta, já que as SVR são também aplicáveis a grandes conjuntos de dados e podem lidar eficientemente com alta dimensionalidade, especialmente quando são utilizados truques do kernel.",2980955
tópico 5,"Avaliação de modelos de classificação: treinamento, teste, validação; validação cruzada","Questão:

Dentro do contexto de aprendizado de máquina e análise de dados, a avaliação de modelos de classificação é um procedimento crítico para garantir que o modelo apresente um desempenho generalizado, evitando problemas como overfitting ou underfitting. Acerca das técnicas e estratégias de avaliação, julgue os itens a seguir e assinale a opção correta:

I. A divisão do dataset em conjuntos de treinamento e teste é uma prática comum que visa separar dados para que o modelo seja treinado e validado de forma independente.
II. A validação cruzada consiste em dividir o dataset completo em apenas dois subconjuntos: um para treinamento e outro para teste, repetindo esse processo uma única vez.
III. No procedimento de validação cruzada k-fold, o dataset é dividido em k subconjuntos mutuamente exclusivos, e o processo de treinamento e validação é repetido k vezes, com cada subconjunto servindo uma vez como teste e as k-1 vezes restantes como treinamento.

É correto apenas o que se afirma em:

A) I
B) II
C) III
D) I e II
E) I e III

",E," 

Explicação dos itens:

I. Correto. Essa é uma prática padrão para avaliar modelos de uma maneira que seja representativa do desempenho em dados não observados durante o treinamento do modelo.

II. Incorreto. A descrição apresentada corresponde à divisão simples de treinamento/teste e não à validação cruzada. A validação cruzada envolve múltiplas divisões e iterações para treinar e validar o modelo.

III. Correto. Essa é a descrição exata da validação cruzada k-fold, uma técnica robusta para avaliação de modelos que visa reduzir a variabilidade dos resultados devido à divisão de treino-teste.

Sendo assim, a alternativa correta é a E, que afirma que I e III estão corretos e II está incorreto.",9344577
tópico 5,Técnicas de redução de dimensionalidade: Seleção de características (feature selection); Análise de componentes principais (PCA – principal component analysis),"Questão: Em processamento de dados e machine learning, a redução de dimensionalidade é frequentemente utilizada para melhorar o desempenho de modelos preditivos e facilitar a visualização de dados. Duas técnicas populares para redução de dimensionalidade são a Seleção de Características (Feature Selection) e a Análise de Componentes Principais (PCA). Sobre essas técnicas, considere as seguintes afirmações:

I. A Seleção de Características é um processo que consiste em selecionar um subconjunto de características relevantes para uso na construção de modelos, descartando as demais por serem redundantes ou pouco informativas.

II. A PCA é uma técnica que transforma os dados originais em um novo conjunto de variáveis, as componentes principais, que são combinações lineares das variáveis originais e mantêm a maior parte da variabilidade dos dados.

III. A PCA pode ser considerada uma técnica de seleção de características, pois seleciona as componentes mais significativas e descarta as outras.

IV. Ao contrário da Seleção de Características, a PCA sempre preserva a interpretabilidade original das variáveis, uma vez que as componentes principais são diretamente relacionadas com as variáveis iniciais.

A alternativa que contém apenas as afirmações corretas é:

A) I e II
B) I e III
C) II e IV
D) I, II e III
E) Todas estão corretas.

",A,"

Explicação dos itens:

I. Correto. A Seleção de Características foca em identificar as características mais relevantes para o modelo e eliminar as que são desnecessárias, o que pode melhorar o desempenho do modelo e reduzir o risco de overfitting.

II. Correto. A Análise de Componentes Principais (PCA) é uma técnica de transformação que procura novas direções de máxima variância nos dados, resumindo-os em componentes principais que são menos numerosos que as variáveis originais.

III. Incorreto. A PCA é uma técnica de transformação de características e não de seleção. Apesar de reduzir a dimensionalidade, ela cria novas variáveis (componentes principais) que são combinações lineares das originais, ao invés de selecionar variáveis já existentes.

IV. Incorreto. As componentes principais da PCA são combinações lineares das variáveis originais e podem ser difíceis de interpretar em termos das variáveis originais. Portanto, a interpretabilidade das variáveis pode ser perdida após a aplicação da PCA.",604529
tópico 5,"Rotulação de partes do discurso, part-of-speech tagging","Questão:
Considere que um pesquisador em processamento de linguagem natural está trabalhando com rotulação de partes do discurso (Part-of-Speech Tagging - POS Tagging) em um corpus do idioma português. O cientista deseja aplicar um modelo de aprendizado de máquina supervisionado para automatizar o processo de anotação, visando a atribuir etiquetas gramaticais às palavras. Qual das opções abaixo revela uma etapa essencial antes da implementação do algoritmo de POS Tagging, que poderá influenciar diretamente a eficiência do modelo?

A) Conversão de todas as palavras para letras minúsculas para evitar a categorização de palavras iguais como diferentes.
B) Utilização exclusiva de textos literários no treinamento para assegurar uma rica variedade de estruturas gramaticais.
C) Inclusão de etiquetas de emoção no conjunto de dados, ampliando a compreensão semântica das sentenças pelo modelo.
D) Remoção completa de pontuação do texto para simplificar o vocabulário a ser analisado pelo algoritmo.
E) Preparação de um conjunto de dados anotados manualmente que servirá como referência para o treino do algoritmo.

",E,"

Explicação dos itens:

A) A conversão de palavras para letras minúsculas é uma técnica comum em tarefas de processamento de texto, mas pode não ser apropriada para POS Tagging, onde a capitalização pode oferecer pistas importantes para identificação das classes gramaticais, como substantivos próprios. Logo, essa etapa não é essencial e pode ser contraproducente.

B) Embora textos literários possam oferecer diversidade linguística, limitar o treinamento a esse tipo de texto pode reduzir a generalização do modelo, visto que outros gêneros textuais têm estruturas e usos linguísticos que podem não estar presentes na literatura. Portanto, tal exclusividade não é recomendada.

C) As etiquetas de emoção não são diretamente relevantes para o processo de POS Tagging, que lida primariamente com classes gramaticais e não com a análise de sentimentos ou conteúdo emocional das sentenças.

D) A pontuação pode ser crucial na delimitação de sentenças e no entendimento do papel gramatical das palavras adjacentes. Remover totalmente a pontuação pode prejudicar a identificação correta das partes do discurso.

E) A preparação de um conjunto de dados anotados manualmente é essencial para treinar um modelo de aprendizado de máquina supervisionado. O modelo depende desse conjunto para aprender a reconhecer padrões e aplicar as etiquetas corretas, influenciando significativamente a eficiência do modelo no POS Tagging. É a etapa mais relevante antes da implementação do algoritmo.
",1614640
tópico 5,"Processamento de linguagem natural: Normalização textual - stop words, estemização, lematização e análise de frequência de termos;","Questão:
No campo da Processamento de Linguagem Natural (PLN), a normalização textual é um passo fundamental para preparar dados de texto para análises subsequentes. Dentre as técnicas de normalização, tem-se a remoção de stop words, estemização, lematização e análise de frequência de termos. Considerando estas técnicas, avalie as afirmativas a seguir e assinale a alternativa correta:

I - A remoção de stop words consiste em eliminar palavras que são comuns e com pouco valor informativo para os modelos, tais como preposições, conjunções e pronomes.

II - A estemização reduz uma palavra à sua forma radical, eliminando afixos flexionais, o que pode levar à geração de ""stems"" que não correspondem a uma palavra válida na língua.

III - A lematização, ao contrário da estemização, busca reduzir a palavra à sua forma canônica ou de dicionário, o que geralmente resulta em uma forma válida na língua e pode ser dependente do contexto.

IV - A análise de frequência de termos ignora a relevância semântica dos termos e considera apenas sua contagem absoluta dentro de um corpus de texto, podendo levar a distorções na interpretação de importância dos termos.

A) Apenas I e II estão corretas.
B) Apenas I, II e III estão corretas.
C) Apenas II e IV estão corretas.
D) Apenas IV está correta.
E) Todas estão corretas.

",B," 

Explicação dos itens:

I - Correto. A remoção de stop words é uma prática comum em PLN para eliminar palavras que são frequentemente consideradas irrelevantes para o significado de um texto e que podem ser encontradas com alta frequência nos dados.

II - Correto. A estemização reduz palavras à sua raiz ou stem, que muitas vezes não é uma palavra com significado independente. Por exemplo, ""running"" pode ser reduzido a ""run"", mas ""better"" pode ser reduzido a um stem como ""bett"", que não é uma palavra em inglês.

III - Correto. A lematização é um processo mais sofisticado que leva em consideração o contexto e converte a palavra para a sua forma lema, que é uma palavra válida. Por exemplo, ""saw"" seria lematizado para ""see"" (verbo) ou ""saw"" (substantivo) dependendo do contexto.

IV - Incorreto. A análise de frequência de termos não necessariamente ignora a relevância semântica dos termos. Os termos podem ser pesados por sua frequência de ocorrência, mas também podem ser ajustados pelo uso de técnicas complementares como o TF-IDF (term frequency-inverse document frequency), que ajuda a ajustar a contagem de termos pela sua relevância em um corpus de documentos.",9452779
tópico 5,Redes neurais convolucionais e recorrentes,"Questão: Em reconhecimento de padrões usando aprendizado de máquina, as redes neurais se destacam pelo seu desempenho e flexibilidade. Redes neurais convolucionais (CNNs) e redes neurais recorrentes (RNNs) são especialmente notáveis por suas aplicações em processamento de imagens e sequências temporais, respectivamente. Considere as seguintes afirmações sobre CNNs e RNNs:

I. As CNNs utilizam filtros convolucionais para capturar hierarquias de características em dados espaciais, como imagens, onde a localização relativa de características é fundamental para a tarefa de reconhecimento.

II. RNNs são especialmente adequadas para dados sequenciais, como séries temporais ou linguagem natural, devido à sua capacidade de manter um estado interno que representa informações de entradas anteriores.

III. Uma desvantagem conhecida das RNNs é o problema de vanishing gradient, que torna difícil para a rede aprender dependências de longo prazo.

IV. CNNs são preferencialmente utilizadas em comparação às RNNs para tarefas que envolvem sequências temporais ou padrões onde a ordem é crucial, pois são mais eficientes na captura de relações temporais.

Assinale a alternativa que contém todas as afirmações corretas:

A) I e II apenas.
B) I, II e III apenas.
C) II, III e IV apenas.
D) I, III e IV apenas.
E) Todas as afirmações estão corretas.

",B," 

Explicação dos itens:

I. Correta. CNNs são projetadas para processar dados em grade, como imagens, e utilizam a convolução para identificar padrões espaciais hierárquicos, o que é fundamental para reconhecimento de imagens.

II. Correta. RNNs têm a capacidade única de conectar informações anteriores à tarefa atual, usando loops internos para processar sequências de dados, tornando-as ideais para dados sequenciais.

III. Correta. O problema de vanishing gradient ocorre quando os gradientes se tornam muito pequenos durante o treinamento, o que dificulta a atualização dos pesos das camadas iniciais da rede e, por consequência, o aprendizado de dependências de longo prazo.

IV. Incorreta. CNNs não são otimizadas para dados sequenciais onde a ordem das entradas é importante; RNNs e suas variantes, como LSTM e GRU, são as mais apropriadas para esses cenários. CNNs são mais adaptadas para processar dados espaciais, como imagens. 

Portanto, as afirmações I, II e III estão corretas, e a afirmação IV está incorreta.",284812
tópico 5,"Técnicas de agrupamento: Agrupamento por partição, por densidade e hierárquico","Questão: Em relação às técnicas de agrupamento (clustering) utilizadas em análise de dados, diferentes abordagens podem ser aplicadas dependendo do tipo de dados e do resultado desejado. Considere as seguintes afirmações a respeito de três técnicas de agrupamento: por partição, por densidade e hierárquico.

I. O agrupamento por partição divide o conjunto de dados em conjuntos distintos, onde cada conjunto representa um cluster. O K-Means é um exemplo de algoritmo baseado nesta técnica que busca minimizar a soma dos quadrados dentro de cada cluster.

II. A técnica de agrupamento por densidade permite a identificação de regiões de alta densidade de pontos, separadas por regiões de baixa densidade. O DBSCAN é um algoritmo que exemplifica essa abordagem, identificando clusters com formas irregulares e capaz de lidar com ruídos.

III. No agrupamento hierárquico, os dados são analisados para construir uma hierarquia de grupos. Este método pode ser 'aglomerativo', onde cada ponto de dados começa como um cluster individual e pares de clusters são fundidos à medida que se sobe na hierarquia, ou 'divisivo', que funciona na direção oposta, começando com um cluster único que é dividido sucessivamente em clusters menores.

Está correto o que se afirma em:

A) I, apenas.
B) II, apenas.
C) III, apenas.
D) I e II, apenas.
E) I, II e III.

",E,"

Explicação dos itens:

A) Este item é incorreto porque afirma que apenas a afirmação I está correta. No entanto, as afirmações II e III também estão corretas.

B) Este item é incorreto porque afirma que apenas a afirmação II está correta. As afirmações I e III também são verdadeiras e relevantes para o entendimento das técnicas de clustering.

C) Este item é incorreto porque afirma que apenas a afirmação III está correta. As afirmações I e II também são verdadeiras e oferecem informações valiosas sobre os métodos de agrupamento por partição e por densidade.

D) Este item é incorreto porque exclui a afirmação III, que é uma descrição correta do método de agrupamento hierárquico, incluindo suas variações aglomerativa e divisiva.

E) Este item é o correto, uma vez que as afirmações I, II e III estão todas corretas. A afirmação I descreve corretamente o agrupamento por partição e o algoritmo K-Means, a afirmação II descreve adequadamente o agrupamento por densidade e o algoritmo DBSCAN, e a afirmação III acuradamente descreve o agrupamento hierárquico e suas abordagens aglomerativa e divisiva.",8672090
tópico 5,Ajuste de modelos dentro e fora de amostra e overfitting,"Questão:

A fundamentação teórica de modelos estatísticos e a capacidade de fazer previsões confiáveis são objetivos principais na análise de dados. Considerando a avaliação de desempenho de modelos e a problemática de ajuste de modelos dentro e fora de amostra, assinale a alternativa correta sobre overfitting.

A) Overfitting é desejável, pois indica que o modelo se ajustou perfeitamente aos dados de treinamento e, portanto, terá um excelente desempenho em dados novos.

B) Overfitting ocorre quando um modelo é excessivamente complexo e captura o ruído específico dos dados de treinamento, afetando negativamente a capacidade de generalização do modelo.

C) Um modelo com overfitting normalmente apresenta um erro de treinamento alto e um erro de teste baixo, indicando que o modelo não aprendeu os padrões nos dados de treinamento.

D) Para evitar o overfitting, recomenda-se sempre utilizar o maior volume possível de variáveis preditoras para capturar toda a variabilidade dos dados de treinamento.

E) A validação cruzada é uma técnica que tende a aumentar o risco de overfitting, pois utiliza múltiplas partições dos dados para avaliar o desempenho do modelo.

",B,"

Explicação dos itens:

A) Esta alternativa é falsa porque o overfitting caracteriza-se justamente pela falta de capacidade de generalização. Apesar de um ajuste perfeito nos dados de treinamento, o modelo falha ao ser aplicado a novos conjuntos de dados.

B) Esta é a alternativa correta. Overfitting acontece quando o modelo é tão complexo que aprende não apenas os padrões subjacentes, mas também o ruído específico aos dados de treinamento, piorando assim o desempenho em dados não vistos.

C) Esta afirmação está errada porque um modelo com overfitting apresentaria um erro de treinamento muito baixo (já que se ajustou perfeitamente aos dados de treino) e um erro de teste alto (indicando que o modelo não generaliza bem para novos dados).

D) Na verdade, adicionar mais variáveis preditoras sem critério pode piorar o overfitting, pois o modelo se torna cada vez mais complexo e sensível ao ruído nos dados de treinamento.

E) A validação cruzada é uma técnica usada para avaliar a capacidade de generalização de um modelo e, portanto, ajuda a mitigar o risco de overfitting, já que o modelo é testado em vários subconjuntos de dados diferentes.",5931438
tópico 5,"métricas de avaliação - matriz de confusão, acurácia, precisão, revocação, F1-score e curva ROC","Questão:
A avaliação de modelos de classificação é uma etapa fundamental em projetos de Machine Learning. A utilização correta de métricas permite entender a qualidade da classificação efetuada pelo modelo. Dentre as métricas para avaliação de classificadores, a matriz de confusão é uma ferramenta poderosa que fornece a base para o cálculo de diversas outras métricas importantes. Supondo que um determinado modelo de classificação binária produziu a seguinte matriz de confusão para um conjunto de teste:

|                     | Previsão Positiva | Previsão Negativa |
|---------------------|-------------------|-------------------|
| Classe Verdadeira Positiva  |        80         |        20         |
| Classe Verdadeira Negativa  |        30         |        70         |

Com base nesses dados, analise as afirmativas abaixo e marque a opção que apresenta a métrica corretamente calculada.

A) Acurácia é dada por (80+20)/(80+20+30+70) = 0,50.
B) Precisão é calculada como 80/(80+30) ≈ 0,727.
C) Revocação (sensibilidade) é dada por 80/(80+70) ≈ 0,533.
D) O F1-score é calculado por 2*(Precisão * Revocação)/(Precisão + Revocação) com Precisão ≈ 0,727 e Revocação ≈ 0,533, resultando em um F1-score aproximado de 0,617.
E) A área sob a curva ROC (AUC-ROC) pode ser interpretada diretamente a partir da matriz de confusão apresentada, resultando em um valor de 0,75.

",B,"

Explicação dos itens:
A) A acurácia é calculada como a soma dos verdadeiros positivos e verdadeiros negativos dividida pelas todas as predições, ou seja, (80+70)/(80+20+30+70) = 150/200 = 0,75. A alternativa (A) está incorreta.
B) Precisão (também conhecida como valor preditivo positivo) é a proporção de verdadeiros positivos entre todas as previsões positivas do classificador, ou seja, 80/(80+30) = 80/110 ≈ 0,727. A alternativa (B) está correta.
C) Revocação (sensibilidade ou taxa de verdadeiro positivo) é a proporção de verdadeiros positivos dividida pela soma de verdadeiros positivos e falsos negativos, ou seja, 80/(80+20) = 80/100 = 0,80. A alternativa (C) está incorreta.
D) O F1-score é a média harmônica entre precisão e revocação. Portanto, ele deveria ser calculado usando a precisão de 0,727 e a revocação de 0,80. O cálculo fornecido na alternativa (D) estaria correto se a revocação não estivesse errada. Assim, alternativa (D) está incorreta.
E) A área sob a curva ROC (AUC-ROC) é uma métrica que resume a performance do classificador independente do limiar de decisão e não pode ser diretamente interpretada a partir da matriz de confusão sem cálculos adicionais ou informações sobre as taxas de falso positivo e verdadeiro positivo em diferentes limiares. Portanto, a alternativa (E) está incorreta.",5596431
