,topico,tema,enunciado,resposta_certa,explicacao,id
447,tópico 0,Processamento distribuído,"Questão: No contexto de sistemas distribuídos, o teorema CAP é um conceito fundamental que representa um limite teórico que afeta a concepção e o desempenho desses sistemas. De acordo com o teorema CAP, é impossível para um sistema distribuído garantir simultaneamente mais de duas das seguintes propriedades: Consistência (C), Disponibilidade (A) e Tolerância a Partição de Rede (P). Uma empresa está projetando um sistema distribuído para gerenciar dados financeiros em tempo real que devem ser consistentes e altamente disponíveis em várias localidades geográficas.

Nesse cenário, qual estratégia deve ser adotada pela empresa levando-se em conta as limitações impostas pelo teorema CAP?

A) Configurar o sistema para enfatizar a tolerância a partições de rede acima das outras propriedades, aceitando a possibilidade de dados eventualmente inconsistentes.

B) Projetar o sistema para ser principalmente consistente e tolerante a partições, mesmo que isso resulte em uma baixa disponibilidade durante falhas de rede.

C) Priorizar a consistência e a disponibilidade, utilizando técnicas para sincronização de dados após falhas de partições, reconhecendo que a tolerância a partições será limitada.

D) Ignorar a Tolerância a Partição de Rede oferecendo uma forte consistência e disponibilidade, uma vez que os dados financeiros não são críticos e podem tolerar alguma latência.

E) Construir uma abordagem híbrida que altera entre consistência e disponibilidade de acordo com a carga do sistema e a detecção de partições, mantendo alguma tolerância a partições.

",C,"

Explicação dos itens:

A) Esta alternativa é incorreta porque a questão enfatiza que o sistema deve ser consistente e altamente disponível. Optar pela tolerância a partições acima de consistência e disponibilidade contraria esses requisitos.

B) Esta alternativa também é incorreta porque, embora a consistência seja uma necessidade, a alta disponibilidade não pode ser sacrificada, especialmente para dados financeiros em tempo real.

C) Esta é a alternativa correta, pois prioriza duas das três propriedades que são mais críticas no cenário descrito: consistência e disponibilidade. A tolerância a partições é limitada, mas pode ser mitigada com técnicas de sincronização pós-falha, o que é uma abordagem viável para muitos sistemas financeiros.

D) Esta alternativa não é apropriada porque ignora a realidade do teorema CAP, que afirma que não é possível ter forte consistência e disponibilidade em um sistema que não é tolerante a partições; além disso, os dados financeiros são críticos e não podem aceitar a latência que acompanha a ausência de tolerância a partições.

E) A alternativa E sugere uma abordagem variável que não é garantida pelo teorema CAP, uma vez que a alteração entre consistência e disponibilidade não resolve o problema de limitação imposta pela necessidade de se renunciar a uma das três propriedades em qualquer momento.",1789180
455,tópico 0,Processamento distribuído,"Questão: Em um contexto de processamento distribuído, a consistência de dados entre os nós em um cluster é fundamental para garantir que todos os processos tenham uma visão unificada e atualizada da informação. Considere um sistema que utiliza processamento distribuído para gerenciar grandes volumes de dados. Qual dos seguintes mecanismos é menos adequado para promover a consistência forte em um ambiente com alto volume de transações distribuídas?

A) Uso de um protocolo de consenso como o Raft, que garante que todos os nós concordem com a ordem e o resultado das transações.

B) Implementação de um serviço de locking distribuído, que previne condições de corrida e garante que as atualizações sejam feitas de forma atômica.

C) Aplicação de técnicas de replicação síncrona, onde cada operação de escrita é realizada simultaneamente em múltiplos nós.

D) Utilização de uma estratégia de eventual consistência, que permite atrasos na propagação de atualizações mas reduz a latência em operações de leitura e escrita.

E) Emprego de mecanismos de quorum para leitura e escrita, assegurando que a maioria dos nós concorde com a versão mais atual dos dados antes que as operações sejam efetivadas.

",D," 

A alternativa correta é a letra D. Uma estratégia de eventual consistência, apesar de ser bastante efetiva em sistemas onde a latência é um fator crítico e podem ser tolerados atrasos na propagação das atualizações, é menos adequada para ambientes que requerem consistência forte, especialmente com alto volume de transações distribuídas. Nas alternativas A, B, C e E, os mecanismos apresentados são projetados para garantir a consistência forte, pois eles asseguram que todos os nós no cluster tenham uma visão coerente e atualizada dos dados, seja através de consenso, locking, replicação síncrona ou quoruns de leitura e escrita.",8801138
474,tópico 0,"Arquitetura de cloud computing para ciência de dados (AWS, Azure, GCP)","Questão:
A utilização de serviços de cloud computing para ciência de dados tem se ampliado consideravelmente nos últimos anos. Plataformas como AWS, Azure e GCP oferecem uma gama variada de serviços para armazenamento, processamento e análise de grandes volumes de dados. Considerando as características desses serviços, qual das seguintes afirmações é verdadeira a respeito das capacidades oferecidas por essas plataformas em relação à ciência de dados?

A) AWS Redshift é um serviço de armazenamento de objetos de alta disponibilidade e durabilidade, ideal para hospedar grandes datasets para ciência de dados.
B) Microsoft Azure Machine Learning Studio é uma plataforma colaborativa baseada na nuvem que permite a construção, teste e implantação de modelos de machine learning sem a necessidade de programar.
C) GCP BigTable é um banco de dados relacional altamente escalável que suporta cargas de trabalho de análise em tempo real para aplicações de ciência de dados.
D) AWS SageMaker é uma plataforma que unicamente possibilita o armazenamento de grandes volumes de dados, mas não permite a construção e treinamento de modelos de machine learning.
E) Azure HDInsight é uma ferramenta exclusiva para processamento de dados em tempo real, que não suporta aplicações de batch processing comumente utilizadas em ciência de dados.

",B,"

Explicação dos itens:

A) AWS Redshift é, na verdade, um serviço de data warehousing e não um serviço de armazenamento de objetos. O serviço de armazenamento de objetos da AWS é o S3, que é conhecido por sua alta disponibilidade e durabilidade.

B) Microsoft Azure Machine Learning Studio realmente é uma plataforma baseada em nuvem que oferece um ambiente colaborativo, onde é possível construir, testar e implantar modelos de machine learning, fornecendo uma interface visual que permite que façam isso sem necessariamente escrever códigos.

C) GCP BigTable é um banco de dados NoSQL, e não relacional, projetado para lidar com grandes volumes de dados, oferecendo suporte ao processamento analítico, mas não é especificamente otimizado para transações em tempo real, como sugerido na afirmação.

D) AWS SageMaker é uma plataforma da AWS que permite o provisionamento de instâncias para construir, treinar e implantar modelos de machine learning de forma fácil e integrada, e não serve apenas como um serviço de armazenamento.

E) Azure HDInsight é um serviço que permite processamento de dados tanto em batch quanto em tempo real, utilizando diferentes frameworks como Hadoop, Spark, e Kafka, portanto, a afirmação de que é exclusivo para processamento em tempo real não procede.",8304710
480,tópico 0,Conceitos de processamento massivo e paralelo,"Questão:
A capacidade de processar e analisar grandes volumes de dados tem se tornado cada vez mais essencial para empresas de diversos setores. Neste contexto, o processamento massivo e paralelo surge como uma solução para lidar com essa demanda. Entretanto, para realizar o processamento paralelo de maneira eficiente, é crucial compreender a diferença entre os diversos modelos e abordagens. Considere as seguintes afirmações sobre processamento massivo e paralelo:

I. O modelo MapReduce divide o problema em muitas pequenas tarefas que podem ser processadas de forma independente e paralela, posteriormente combinando os resultados para formar o output desejado.

II. O processamento SIMD (Single Instruction, Multiple Data) executa a mesma operação em múltiplos pontos de dados simultaneamente, sendo adequado para operações vetoriais mas limitado pela sincronização entre os elementos de processamento.

III. Em um paradigma de memória compartilhada, todos os processadores acessam e escrevem em uma única memória global, o que pode levar a condições de corrida se não for gerenciado adequadamente.

IV. O modelo de passagem de mensagens é inerentemente livre de condições de corrida, uma vez que os processos comunicam-se apenas por meio do envio e recebimento de mensagens, sem compartilhar estado.

Assinale a opção que contém apenas as afirmações CORRETAS:

A) I e III
B) I, II e IV
C) II, III e IV
D) I, II e III
E) Todas as afirmações são corretas.

",B,"

Explicação dos itens:

I. Correto. O modelo MapReduce de fato divide trabalhos em tarefas menores que são processadas de maneira independente e em paralelo, sendo uma característica central do modelo.

II. Correto. SIMD é um modelo de processamento onde uma única instrução é aplicada a múltiplos dados simultaneamente. Isso é comum em operações vetoriais, como as encontradas em processadores gráficos, mas a necessidade de sincronizar os dados é uma das limitações do modelo.

III. Incorreto. Apesar da descrição ser geralmente verdadeira sobre a memória compartilhada e o possível problema de condições de corrida, isso não é uma afirmação exclusivamente correta, pois a gestão adequada e mecanismos de sincronização podem evitar condições de corrida, não sendo, portanto, uma consequência inevitável.

IV. Correto. No modelo de passagem de mensagens, cada processo ou thread opera de forma independente, comunicando através do envio e recebimento de mensagens. Isso pode reduzir ou eliminar as condições de corrida, já que o estado não é compartilhado diretamente.

Assim, as alternativas I, II e IV são as corretas, tornando a letra B a resposta correta.",4763558
489,tópico 0,Soluções de big data: Arquitetura do ecossistema Spark,"Questão: No contexto das soluções de Big Data, o Apache Spark destaca-se por sua capacidade de processamento rápido e por sua arquitetura altamente escalável. Considerando os componentes da arquitetura do ecossistema Spark, assinale a opção que melhor descreve a função do componente denominado ""Spark Core"".

A) É responsável por executar o gerenciamento de cluster, incluindo o agendamento e distribuição de tarefas entre os nós do cluster.

B) Provê uma abstração para o armazenamento de dados em memória, conhecida como Resilient Distributed Dataset (RDD), que permite o processamento distribuído de grandes conjuntos de dados de maneira eficiente.

C) É a interface para a integração do Spark com sistemas de armazenamento externos, como HDFS, Amazon S3 e Cassandra.

D) Implementa o modelo de processamento de stream em tempo real, permitindo que o Spark processe dados que estão sendo gerados continuamente.

E) Oferece suporte à análise de dados em larga escala por meio de operações de Machine Learning distribuídas.
",B,"
O ""Spark Core"" constitui o fundamento do Apache Spark, provendo a abstração fundamental de Resilient Distributed Datasets (RDDs). As RDDs são coleções imutáveis de objetos distribuídos através dos nós do cluster que podem ser processadas em paralelo. Elas oferecem tolerância a falhas e são capazes de recuperar dados perdidos automaticamente.

A alternativa A descreve o papel atribuído ao gerenciador de cluster, como o YARN ou o próprio gerenciador autônomo do Spark (Standalone), não ao Spark Core.

A alternativa C confunde o papel do Spark Core com o da Spark SQL e da DataFrame API, que possibilitam a integração com diversos sistemas de armazenamento e consulta de dados estruturados.

A alternativa D refere-se ao Spark Streaming, um componente do ecossistema Spark dedicado ao processamento de fluxos contínuos de dados em tempo real.

A alternativa E descreve as funcionalidades do MLlib, a biblioteca de Machine Learning do Spark, e não o Spark Core.",8026916
493,tópico 0,Processamento distribuído,"Questão: Em sistemas de processamento distribuído, o modelo CAP (Consistência, Disponibilidade e Tolerância à Partição) oferece um quadro teórico para compreensão das limitações do armazenamento distribuído. De acordo com o teorema CAP, é impossível para um sistema de computação distribuída fornecer simultaneamente mais que duas das três garantias seguintes:

A) Consistência instantânea em toda a rede, Disponibilidade para leitura/escrita em todas as circunstâncias e Tolerância a pelo menos um nó falhando.
B) Concorrência de transações, Persistência de dados mesmo em caso de falhas e Tolerância à latência em todas as operações.
C) Integração contínua de dados, Disponibilidade em cenários de rede fragmentada e Suporte a múltiplos modelos de consistência.
D) Consistência de dados entre todos os nós a qualquer momento, Disponibilidade para todas as solicitações e Performance otimizada para cada nó.
E) Consistência forte em todas as operações, Disponibilidade constante para todas as operações e Tolerância a partições de rede arbitrárias.

",E,"

O teorema CAP estabelece que em um sistema distribuído é possível fornecer no máximo duas das três garantias propostas: consistência (todos os nós veem os mesmos dados no mesmo momento), disponibilidade (garantia de que cada solicitação recebe uma resposta sobre se foi bem sucedida ou falhou) e tolerância a partições (o sistema continua a operar apesar de um número arbitrário de mensagens ser perdidas ou atrasadas pela rede). A alternativa E é a correta, pois ""Consistência forte"" refere-se a todos os nós tendo a mesma visão dos dados, ""Disponibilidade constante"" indica que o sistema sempre atende às operações e ""Tolerância a partições de rede arbitrárias"" indica que o sistema pode lidar com falhas na comunicação entre subconjuntos de nós. Todas as outras alternativas ou descrevem conceitos que não estão diretamente relacionados ao teorema CAP ou mencionam condições que não fazem parte do mesmo. 

- Alternativa A: Introduz ""Consistência instantânea"" em vez de ""Consistência forte"", mas é incorreta por afirmar a possibilidade de fornecer ""Disponibilidade para leitura/escrita em todas as circunstâncias"", o que não seria possível ao mesmo tempo que as outras duas condições do CAP.
- Alternativa B: Esta opção introduz ""Concorrência de transações"" e ""Persistência de dados"", conceitos que são importantes em processamento distribuído, porém, não especificamente descritos pelo teorema CAP.
- Alternativa C: Menciona ""Integração contínua de dados"" e ""Suporte a múltiplos modelos de consistência"", o que foge ao escopo do teorema CAP, que fala apenas de consistência forte.
- Alternativa D: Aborda ""Performance otimizada para cada nó"", o que não tem relação com as três características fundamentais discutidas no teorema CAP. Além disso, a alternativa falha ao sugerir que todas as solicitações possam ser atendidas, o que não é garantido quando se opta por forte consistência e tolerância a partições, já que pode comprometer a disponibilidade.",3305750
519,tópico 0,"Arquitetura de cloud computing para ciência de dados (AWS, Azure, GCP)","Questão:
A arquitetura de nuvem para projetos de ciência de dados precisa acomodar uma variedade de serviços para processamento de dados, armazenamento escalável, machine learning e orquestração de workflows. Utilizando a plataforma AWS (Amazon Web Services), um cientista de dados está projetando uma solução end-to-end que necessita das seguintes funcionalidades: coleta e ingestão de grandes volumes de dados em tempo real, processamento e análise desses dados, treino e implementação de modelos de aprendizado de máquina, e a orquestração desses processos de maneira escalável e eficiente. Quais dos seguintes serviços do AWS atenderiam melhor as necessidades listadas, respectivamente?

A) AWS Kinesis, AWS Lambda, AWS SageMaker, AWS Step Functions
B) AWS Glue, AWS Redshift, AWS SageMaker, AWS Batch
C) AWS Kinesis, AWS EC2, AWS ML Services, AWS Data Pipeline
D) AWS Data Pipeline, AWS DynamoDB, AWS DeepRacer, AWS CloudFormation
E) AWS Direct Connect, AWS Athena, AWS SageMaker, AWS OpsWorks

",A,"

Explicação dos itens:
A) AWS Kinesis é um serviço destinado à coleta e análise de dados em tempo real, ideal para a ingestão de grandes volumes de dados. AWS Lambda é um serviço de computação que executa código em resposta a eventos, sendo útil para processamento e análise de dados sem a necessidade de gerenciar servidores. AWS SageMaker oferece a possibilidade de construir, treinar e implementar modelos de machine learning de maneira acessível. AWS Step Functions permite a coordenação de workflows de componentes de microserviços, incluindo tarefas de machine learning, de forma visual e com controle de fluxo de execução.

B) AWS Glue é um serviço de ETL (extração, transformação e carga), enquanto o AWS Redshift é um armazém de dados, ambos são mais adequados para processos de transformação de dados em lotes do que para processamento em tempo real. AWS Batch é mais focado na execução de tarefas de computação em lote ao invés de orquestração de processos complexos.

C) AWS EC2 fornece capacidade computacional sob demanda, porém não é otimizado para processamento de dados em tempo real, o que o AWS Kinesis faz melhor. AWS ML Services é uma gama de serviços de aprendizado de máquina, mas não corresponde a um serviço específico da AWS. AWS Data Pipeline é um serviço de orquestração mais voltado para o deslocamento e transformação de dados em lote do que para orquestração geral.

D) AWS Data Pipeline pode facilitar o movimento de dados, mas não é o melhor para ingestão em tempo real. AWS DynamoDB é um banco de dados NoSQL, o que não atende diretamente à necessidade de processamento e análise de dados em tempo real. AWS DeepRacer não é um serviço de machine learning, mas sim uma plataforma de corrida autônoma para fins educacionais relacionados a aprendizado por reforço. AWS CloudFormation é voltado para a criação e gerenciamento de recursos da AWS com templates, mas não para orquestração de processos de ciência de dados.

E) AWS Direct Connect é usado para estabelecer uma conexão de rede dedicada de um ambiente on-premises para a AWS, não está relacionado à ingestão de dados em tempo real. AWS Athena é um serviço de consulta interativo, excelente para análises sobre dados já armazenados, mas não para ingestão ou processamento em tempo real. AWS OpsWorks é um serviço de gerenciamento de configuração que não é específico para orquestração de workflows de ciência de dados.",4738886
520,tópico 0,Processamento distribuído,"Questão: No contexto de sistemas de processamento distribuído, diversos algoritmos são utilizados para gerenciar a comunicação, a consistência dos dados e a coordenação entre os nós. Considere um sistema com um conjunto de processos que colaboram entre si, onde cada um executa em um nó de um cluster distribuído e precisa manter uma visão consistente do estado compartilhado do sistema. As estratégias adotadas precisam assegurar tanto a exclusão mútua em seções críticas quanto a ordem dos eventos em todo o sistema. Neste cenário, qual dos seguintes algoritmos é apropriado para garantir que as operações sejam realizadas na ordem correta, mesmo na presença de falhas nos nós e comunicação assíncrona?

A) Algoritmo de Lamport's Bakery para exclusão mútua.
B) Eleição de líder com o algoritmo do Bully.
C) Algoritmo de Dijkstra para o problema do caminho mínimo.
D) Relógios Vetoriais para ordenação de eventos.
E) Protocolo Simplex para transmissão de dados.

",D,"

Explicação dos itens:

A) Algoritmo de Lamport's Bakery para exclusão mútua. - Este algoritmo é eficaz para garantir a exclusão mútua em sistemas distribuídos, mas não trata da ordenação de eventos entre os processos do sistema.

B) Eleição de líder com o algoritmo do Bully. - Este processo é utilizado para eleger um líder num conjunto de processos distribuídos, porém não está diretamente relacionado com a manutenção da ordem dos eventos no sistema.

C) Algoritmo de Dijkstra para o problema do caminho mínimo. - O algoritmo de Dijkstra resolve o problema do caminho mínimo em grafos e não é aplicado para ordenação ou coordenação de eventos em sistemas distribuídos.

D) Relógios Vetoriais para ordenação de eventos. - Os relógios vetoriais são utilizados em sistemas distribuídos para manter a ordenação dos eventos de forma consistente em todo o sistema, mesmo diante de falhas e comunicação assíncrona. É a opção correta para o contexto descrito na questão.

E) Protocolo Simplex para transmissão de dados. - O protocolo Simplex é um método de comunicação unidirecional e não aborda a questão da ordenação de eventos em sistemas distribuídos.",9521090
528,tópico 0,Processamento distribuído,"Questão: 
No contexto de processamento distribuído, há a necessidade de definição de algoritmos e mecanismos para garantir consistência e sincronização entre os diversos nós do sistema. Dentre os modelos de consistência especificados para sistemas distribuídos, qual dos seguintes garante que uma vez que uma nova escrita se torna visível para uma leitura (torna-se ""fresh""), todas as leituras subsequentes (mesmo que em nós diferentes) verão esta escrita ou uma mais recente?

A) Consistência Eventual
B) Consistência Fraca
C) Consistência Sequencial
D) Consistência Forte
E) Consistência Causal

",D,"

Explicação dos itens:

A) Consistência Eventual: Este modelo não garante que as leituras subsequentes verão as escritas mais recentes imediatamente. Ela apenas assegura que se o sistema parar de receber mudanças, eventualmente todos os nós terão os mesmos dados, mas não especifica o tempo que isso pode levar.

B) Consistência Fraca: Similar à consistência eventual, mas geralmente inclui algum tipo de mecanismo que proporciona um grau maior de garantia que um estado será alcançado em um tempo finito, ainda assim, não assegura que todas as leituras posteriores à uma atualização visualizarão esta atualização.

C) Consistência Sequencial: Mantém as operações em uma sequência específica, porém não garante que uma vez uma atualização se torna visível todas as futuras leituras verão esta atualização em diferentes nós, apenas que todas as operações parecerão ocorrer em uma ordem sequencial única.

D) Consistência Forte: Este modelo assegura que assim que uma atualização é percebida por uma leitura em um nó, todas as leituras subsequentes em qualquer outro nó vão observar essa atualização ou uma versão mais atualizada dos dados. Isso implica que todas as cópias do dado no sistema distribuído são instantaneamente atualizadas.

E) Consistência Causal: Este modelo apenas assegura que as atualizações relacionadas causalmente são vistas por todos os nós na mesma ordem. As leituras podem ver atualizações diferentes se elas não são relacionadas causalmente, logo, não garante a visibilidade da escrita mais nova imediatamente após se tornar visível.",7739877
559,tópico 1,"Banco de dados relacional: SQL Server, PostgreSQL, MySQL","Questão:

Considere os seguintes fragmentos de comandos SQL que seriam executáveis em sistemas de gerenciamento de banco de dados relacional como SQL Server, PostgreSQL e MySQL. Analise os comandos e identifique qual dos itens apresenta um comando que seria inválido em todos os sistemas mencionados.

A) SELECT * FROM Produtos WHERE Preco BETWEEN 100 AND 200;

B) INSERT INTO Clientes (ID, Nome, Email) VALUES (1, 'João Silva', 'joao@email.com');

C) UPDATE Pedidos SET Status = 'Enviado' WHERE PedidoID = 1234;

D) DELETE FROM Fornecedores WHERE Cidade = 'Rio de Janeiro';

E) CREATE INDEX idx_nome ON Clientes (Nome DESC);

",E," 

Explicação dos itens:

A) O comando SELECT com o operador BETWEEN é um comando padrão de SQL usado para selecionar registros dentro de um intervalo de valores. É válido em SQL Server, PostgreSQL e MySQL.

B) O comando INSERT INTO é utilizado para inserir novos registros em uma tabela, indicando as colunas e os valores correspondentes. Sintaxe correta e universal para os SGBDs mencionados.

C) UPDATE é o comando utilizado para atualizar registros existentes em uma tabela. A sintaxe utilizada é correta e será reconhecida por SQL Server, PostgreSQL e MySQL.

D) DELETE FROM é o comando utilizado para deletar registros de uma tabela que satisfazem a condição especificada no WHERE. A sintaxe está correta para todos os SGBDs mencionados.

E) CREATE INDEX é utilizado para criar um índice em uma ou mais colunas de uma tabela, o que pode melhorar a velocidade de operações de busca. No entanto, a utilização da cláusula ""DESC"" na declaração da direção do índice não é aceita em todos os sistemas de gerenciamento de banco de dados relacionais indicados. No PostgreSQL, por exemplo, os índices são criados por padrão em ordem ascendente, e a especificação de 'DESC' para criar um índice em ordem descendente não é suportada na forma como é expressa na alternativa E. Já o SQL Server e o MySQL têm suporte para índices em ordem descendente de colunas mas requerem sintaxes específicas que podem diferir dessa apresentação.",4127753
563,tópico 1,Banco de dados NoSQL,"Questão: Em sistemas de bancos de dados NoSQL, a escalabilidade e a flexibilidade são características importantes que diferenciam estes sistemas dos bancos de dados relacionais tradicionais. Neste contexto, assinale a opção que corretamente identifica um tipo de banco de dados NoSQL e uma característica associada.

A) Document Store - Utiliza estruturas de dados como XML, JSON ou BSON para armazenar informações de forma hierárquica.

B) Key-Value Store - Requer esquemas rígidos e tabelas relacionais para armazenar pares de chaves e valores.

C) Graph Database - Otimizado para armazenamento de dados tabulares com ênfase em relações complexas entre registros.

D) Wide-Column Store - Semelhante aos bancos de dados relacionais, diferenciando-se principalmente pelo uso do SQL como linguagem de consulta.

E) Object-Oriented Database - Combina características de bancos de dados relacionais com o armazenamento de objetos em um sistema de arquivos tradicional.

",A," 
A resposta correta é a alternativa A: Document Store - Utiliza estruturas de dados como XML, JSON ou BSON para armazenar informações de forma hierárquica. Bancos de dados do tipo Document Store são projetados para armazenar e consultar dados na forma de documentos e são altamente flexíveis permitindo que cada documento possua sua própria estrutura. A alternativa B está incorreta, pois Key-Value Stores são conhecidos por sua simplicidade e falta de esquemas rígidos. A alternativa C está incorreta, pois Graph Databases são projetados especificamente para manipular relações complexas em dados interconectados, não para dados tabulares. A alternativa D está incorreta, pois Wide-Column Stores são diferentes dos bancos de dados relacionais em termos de armazenamento e consulta de dados e normalmente não utilizam SQL como sua linguagem primária. Por fim, a alternativa E está incorreta, já que Object-Oriented Databases são distintos dos bancos de dados relacionais, pois armazenam informações como objetos, assim como em linguagens de programação orientadas a objetos, e não combinam características de ambos os tipos de armazenamento mencionados.",8511925
564,tópico 1,"Banco de dados relacional: SQL Server, PostgreSQL, MySQL","Questão: No contexto de otimização de consultas em bancos de dados relacionais, é crucial compreender o papel dos índices para melhorar o desempenho de leitura de dados. Considerando os sistemas de gerenciamento de banco de dados SQL Server, PostgreSQL e MySQL, analise as seguintes afirmativas sobre o uso de índices:

I. O índice clustered do SQL Server organiza fisicamente os dados da tabela em uma ordem específica, baseada na chave de índice, o que pode melhorar significativamente o desempenho das consultas que utilizam a chave de índice.

II. No PostgreSQL, o uso de índice BRIN é adequado para colunas com distribuição de dados não correlacionados, uma vez que este tipo de índice é baseado em estatísticas de intervalos de blocos.

III. O MySQL oferece o índice FULLTEXT, que é específico para melhorar pesquisas em colunas de texto, permitindo buscas por conteúdo textual de forma mais eficiente do que um índice B-Tree em colunas do tipo VARCHAR ou TEXT.

IV. A criação de índices em colunas frequentemente atualizadas é sempre vantajosa, pois não afeta o desempenho das operações de escrita, apenas melhorando as de leitura.

Assinale a opção que indica todas as afirmativas corretas.

A) I e II
B) I, II e III
C) II e IV
D) I, III e IV
E) Todas estão corretas

",B,"

Explicação dos itens:

I. Verdadeiro. O índice clustered no SQL Server de fato organiza fisicamente os dados da tabela na ordem da chave de índice, melhorando o desempenho das consultas que são baseadas na chave de índice.

II. Verdadeiro. O índice BRIN (Block Range INdex) do PostgreSQL é efetivo para colunas com valores que são correlacionados com a localização física. Isso o torna adequado para grandes tabelas com dados distribuídos que sejam passíveis de serem resumidos em intervalos de blocos.

III. Verdadeiro. O índice FULLTEXT do MySQL é projetado para otimizar pesquisas em colunas de texto. Este tipo de índice permite a realização de pesquisas textuais de forma mais eficiente do que com os índices B-Tree tradicionais.

IV. Falso. Embora os índices melhorem o desempenho das consultas de leitura, eles podem afetar negativamente o desempenho das operações de escrita como INSERT, UPDATE e DELETE, já que o índice também precisa ser atualizado após cada modificação, o que pode ser especialmente custoso para colunas com atualizações frequentes.",5925149
568,tópico 1,Banco de dados NoSQL,"Questão: 
Considere uma pequena empresa de tecnologia que deseja migrar seu sistema de gerenciamento de banco de dados relacional para um NoSQL, a fim de atender ao crescimento exponencial de seus dados e a necessidades de rápida escalabilidade horizontal. Ao analisar as opções de bancos de dados NoSQL disponíveis, o arquiteto de dados deve levar em consideração diversas características intrínsecas a esses sistemas. Qual dos seguintes aspectos NÃO é comumente associado aos bancos de dados NoSQL?

A) Suporte a múltiplos modelos de dados, como documento, chave-valor e grafos.
B) Elevada consistência imediata dos dados distribuídos em diferentes nós.
C) Capacidade de escalar horizontalmente de maneira eficiente e dinâmica.
D) Flexibilidade esquemática permitindo alterações no design do banco sem downtime.
E) Otimização para armazenamento e recuperação de grande volume de dados não estruturados.

",B," 
A alternativa A está incorreta porque uma das vantagens dos bancos de dados NoSQL é justamente o suporte a múltiplos modelos de dados, o que permite o uso em diversos cenários e aplicações. A alternativa C é também incorreta, pois a escalabilidade horizontal é uma característica chave dos sistemas NoSQL, oferecendo a habilidade de crescer em capacidade através da adição de mais servidores no cluster. A alternativa D é equivocada por afirmar como vantagem a flexibilidade esquemática, que permite alterar o design do banco de dados sem necessidade de paradas ou downtime significativos. A alternativa E está errada, já que os bancos de dados NoSQL são otimizados especificamente para lidar com grandes quantidades de dados não estruturados. A alternativa B é correta, pois os sistemas NoSQL geralmente oferecem consistência eventual em vez de imediata, uma troca intencional para melhorar a disponibilidade e a particionamento de tolerância na presença de falhas, que é comum no modelo CAP (Consistency, Availability, Partition tolerance) de sistemas distribuídos.",6165819
571,tópico 1,"Banco de dados relacional: SQL Server, PostgreSQL, MySQL","Questão: A respeito do planejamento e da execução de consultas em bancos de dados relacionais, é importante ter em mente as particularidades e funções de cada SGBD (Sistema de Gerenciamento de Banco de Dados), como o SQL Server, PostgreSQL e MySQL. Analise as afirmativas abaixo e marque a opção correta quanto à execução de consultas e funções desses sistemas.

I. No PostgreSQL, a função `GENERATE_SERIES` pode ser usada para gerar uma série de valores, sendo útil para criar conjuntos de dados de teste ou para realizar operações em intervalos de datas.

II. A declaração `HINTS` no SQL Server é utilizada para informar o otimizador de consulta sobre a estratégia de execução desejada, podendo influenciar no plano de execução gerado pelo otimizador de consulta.

III. O MySQL suporta o armazenamento e a consulta de documentos JSON de forma nativa, permitindo a indexação de chaves de documentos JSON para melhorar o desempenho das consultas.

Marque a opção que apresenta a(s) afirmativa(s) correta(s):

A) Apenas I.
B) Apenas II.
C) Apenas III.
D) I e II.
E) I, II e III.

",E,"

Explicação dos itens:

I. A afirmativa é verdadeira, a função `GENERATE_SERIES` existe no PostgreSQL e é utilizada para gerar uma sequência de números ou datas, o que é útil em várias situações como mencionado.

II. A afirmativa é verdadeira. No SQL Server, os 'hints' de consulta podem ser utilizados para sugerir ao otimizador de consulta uma maneira específica de executar a consulta. Isso pode ajudar a melhorar o desempenho quando o desenvolvedor compreende bem o conjunto de dados e as implicações da sugestão.

III. A afirmativa é verdadeira. O MySQL suporta o armazenamento de documentos JSON a partir da versão 5.7.8. Além disso, permite a criação de índices secundários em chaves de documentos JSON, o que facilita a realização de consultas eficientes nesse tipo de dado.

Portanto, todas as afirmativas são corretas, o que torna a alternativa E a resposta correta.",2499536
